id,name,rating,tags,price_level,latitude,longitude,category_id,start_time,end_time,address,seller_id,icon_url
62,Pizza Moto,4.5,"delivery, pickup",2,40.6746224,-74.0007999,2,17:30,22:00,"338 Hamilton Ave, Brooklyn, NY 11231",2,https://s3-media2.fl.yelpcdn.com/bphoto/mE31lNBhWgzBiogfD8wKKQ/o.jpg
63,"Brooklyn Way Hotel, BW Signature Collection",3.5,,2,40.660055,-73.998765,3,00:00,24:00,"764 4th Ave, Brooklyn, NY 11232",4,https://s3-media1.fl.yelpcdn.com/bphoto/Vw78cfEVZQ3MU7153v0rGg/o.jpg
64,Umbrella Hotel,1.0,,1,40.712518561345,-73.8269938385427,3,00:00,24:00,"124-18 Queens Blvd, Queens, NY 11415",4,https://s3-media4.fl.yelpcdn.com/bphoto/EUIMxAkn9Z6ewhns96r5OQ/o.jpg
65,Ramada by Wyndham Staten Island,2.5,,2,40.60855,-74.14663,3,12:00,18:00,"535 N Gannon Avenue, Staten Island, NY 10314",25,https://s3-media1.fl.yelpcdn.com/bphoto/JoFdFXlfUED0z8aZH0HHbA/o.jpg
66,Quality Italian,4.0,,3,40.7644044527436,-73.9767805051616,2,11:30,22:30,"57 W 57th St, New York, NY 10019",4,https://s3-media4.fl.yelpcdn.com/bphoto/tVdJu6knGjqLym4ZZ1A_Ig/o.jpg
67,The Hotel at Fifth Avenue,3.0,,2,40.747841,-73.986544,3,00:00,24:00,"17 West 32nd Street, New York, NY 10001",14,https://s3-media3.fl.yelpcdn.com/bphoto/x1Tn-hAnTiQSzBpwRHUzwQ/o.jpg
68,Maite,4.0,,2,40.69924,-73.926797,2,17:00,22:00,"159 Central Ave, Brooklyn, NY 11221",11,https://s3-media2.fl.yelpcdn.com/bphoto/qJzGJFbCyrVu-v2SjnCLhQ/o.jpg
69,Novotel New York Times Square,3.5,,3,40.7626833,-73.9837907,3,00:00,24:00,"226 W 52nd St, New York, NY 10019",5,https://s3-media1.fl.yelpcdn.com/bphoto/924SteL_2u2HpYaUHoX5vQ/o.jpg
70,Grimaldi's Pizzeria,3.5,,2,40.702583,-73.9932413,2,11:30,23:00,"1 Front St, Brooklyn, NY 11201",9,https://s3-media2.fl.yelpcdn.com/bphoto/TNKqW31PTvtSw6-Lbc1mtA/o.jpg
71,Kahlo,4.5,pickup,3,40.752092,-74.0026757,2,17:00,22:30,"525 West 29th St, New York, NY 10001",25,https://s3-media4.fl.yelpcdn.com/bphoto/bmJR8rol4gIPP6legyLG_g/o.jpg
72,The Rag Trader & Bo Peep Cocktail and Highball Store,4.5,,2,40.75059,-73.98628,2,11:30,02:00,"70 W 36th St, New York, NY 10018",25,https://s3-media4.fl.yelpcdn.com/bphoto/i8TwHAYZBxv950tCkhtjjw/o.jpg
73,Holiday Inn Express Lynbrook - Rockville Centre,2.5,,2,40.65654,-73.65819,3,00:00,24:00,"1 Sunrise Hwy, Lynbrook, NY 11563",24,https://s3-media2.fl.yelpcdn.com/bphoto/-wi5tM2m0QRY2HEh7ZIwBw/o.jpg
74,Best Western Premier NYC Gateway Hotel,4.0,,2,40.773521,-74.039686,3,00:00,24:00,"2650 Paterson Plank Rd, North Bergen, NJ 07047",5,https://s3-media4.fl.yelpcdn.com/bphoto/PwjhiMoLPBouEPUk0mlD7Q/o.jpg
75,The Gregory Hotel New York,3.0,,2,40.7498099,-73.98602,3,00:00,24:00,"42 W 35th St, New York, NY 10001",17,https://s3-media1.fl.yelpcdn.com/bphoto/MqZSiWk3NPI9FKO3caIyXA/o.jpg
76,Crispo,4.0,,2,40.7392469,-74.0016882,2,17:00,23:00,"240 W 14th St, New York, NY 10011",20,https://s3-media3.fl.yelpcdn.com/bphoto/4KMuxTXDVbx5H7c2pxWK1A/o.jpg
77,Ravagh Persian Grill,4.0,"pickup, delivery",2,40.74564,-73.9855,2,11:00,23:00,"11 E 30th St, New York, NY 10016",11,https://s3-media1.fl.yelpcdn.com/bphoto/z9dMbLy0nCY1eUKMVGiryQ/o.jpg
78,Exchange Place Florist,3.0,,3,40.7132099,-74.03556,5,10:00,19:00,"33 Hudson St, Jersey City, NJ 07302",23,https://s3-media2.fl.yelpcdn.com/bphoto/VCLrMl5w1Hi5PdHmz1NiqA/o.jpg
79,Pig and Khao,4.0,,2,40.71926,-73.98475,2,17:00,23:00,"68 Clinton St, New York, NY 10002",20,https://s3-media2.fl.yelpcdn.com/bphoto/bV_sHIsR3MFmclD63AmwKA/o.jpg
80,Nai Tapas,4.5,,2,40.7267949,-73.9892815,2,17:00,23:00,"85 2nd Ave, New York, NY 10003",9,https://s3-media3.fl.yelpcdn.com/bphoto/pMBA4OzmyvqcO4OmTp1yiw/o.jpg
81,Downtown Florist,2.0,,3,40.713912,-74.008153,5,09:00,17:00,"25 Murray Street, New York, NY 10007",12,https://s3-media3.fl.yelpcdn.com/bphoto/lgMHt6VTJwMSZPJWobW5Eg/o.jpg
82,La Pulperia UES,4.0,"restaurant_reservation, delivery, pickup",2,40.7766202,-73.9523275,2,16:00,23:00,"1626 2nd Ave, New York, NY 10028",23,https://s3-media2.fl.yelpcdn.com/bphoto/PkdSju9bO5wz4ZSva_8h1g/o.jpg
83,Burger & Lobster,4.0,"delivery, restaurant_reservation, pickup",2,40.74007,-73.99344,2,11:30,23:00,"39 W 19th St, New York, NY 10011",20,https://s3-media3.fl.yelpcdn.com/bphoto/1rHd7F4zztAsScwzM0vDmw/o.jpg
84,Aqua Boil,4.5,"pickup, delivery, restaurant_reservation",2,40.763702,-73.988386,2,17:00,22:15,"750 9th Ave, New York, NY 10019",6,https://s3-media1.fl.yelpcdn.com/bphoto/5-MeQT_IIzsdk6Mk2Ol-JQ/o.jpg
85,The Nolitan Hotel,4.5,,3,40.7205772,-73.9953391,3,00:00,24:00,"30 Kenmare St, New York, NY 10012",12,https://s3-media2.fl.yelpcdn.com/bphoto/vXgQFWgM7lmAoFUtNZVpYA/o.jpg
86,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,4.0,,2,40.74619,-73.99144,3,00:00,24:00,"116 W 28th St, New York, NY 10001",22,https://s3-media2.fl.yelpcdn.com/bphoto/GCjg_STgQDzsbclwC8nxlw/o.jpg
87,Courtyard by Marriott Hanover Whippany,3.0,,2,40.8148567569917,-74.4003456084595,3,00:00,24:00,"157 Route 10 East, Whippany, NJ 07981",7,https://s3-media4.fl.yelpcdn.com/bphoto/ZabtmEOxDqj4YJrA7mef5Q/o.jpg
88,Hudson Hotel - Central Park,2.5,,2,40.76836,-73.98493,3,00:00,24:00,"358 W 58th St, New York, NY 10019",14,https://s3-media2.fl.yelpcdn.com/bphoto/4XEpnlUBQRO0ZiiTUJO-EQ/o.jpg
89,Clay Pot - West Village,4.5,"delivery, pickup",2,40.73138,-74.00319,2,17:00,22:00,"270 Bleeker St, New York, NY 10014",15,https://s3-media3.fl.yelpcdn.com/bphoto/qKP27JGXZ5Jh50e-XFS5lg/o.jpg
90,Asian Spicy Curry Pop-up,4.5,,1,40.715031,-73.99931,2,15:00,21:30,"46 Mulberry St, New York, NY 10013",13,https://s3-media3.fl.yelpcdn.com/bphoto/pjkNXVgby1kcPSihmo_YZw/o.jpg
91,Canal Street Market,4.0,,2,40.71897,-74.00102,2,10:00,22:00,"265 Canal St, New York, NY 10013",21,https://s3-media1.fl.yelpcdn.com/bphoto/6rFUtYD3get00ZPJk-c4GQ/o.jpg
92,1-800-Flowers Dot Com Store,1.0,,3,40.74823,-73.97657,5,12:00,18:00,"576 3rd Ave, New York, NY 10016",25,https://s3-media4.fl.yelpcdn.com/bphoto/KOULIHWRahWPvH1arVHLRg/o.jpg
93,Hotel on Rivington,3.5,,3,40.7199,-73.98803,3,00:00,24:00,"107 Rivington St, New York, NY 10002",19,https://s3-media1.fl.yelpcdn.com/bphoto/5SYLam_aPtXVOSWTN3Mxhg/o.jpg
94,Paulie Gee's,4.0,,2,40.729546,-73.958568,2,18:00,23:00,"60 Greenpoint Ave, Brooklyn, NY 11222",13,https://s3-media2.fl.yelpcdn.com/bphoto/1j39J4NABK_RBtO-l90QNg/o.jpg
95,Hampton Inn Manhattan Grand Central,4.0,,2,40.7509314,-73.9722360670567,3,00:00,24:00,"231 E 43rd St, New York, NY 10017",20,https://s3-media3.fl.yelpcdn.com/bphoto/zCMVQYFriDU3rURYY_y5KA/o.jpg
96,Enchanted Florist,4.5,,2,40.62897,-74.02269,5,10:00,18:30,"7515 Fifth Ave, Brooklyn, NY 11209",15,https://s3-media1.fl.yelpcdn.com/bphoto/AmeT3z-nLyDoq_XFF5_s3w/o.jpg
97,Hudson Plaza Motel,1.5,,2,40.6965200811948,-74.1059259996618,3,00:00,24:00,"190 W 63rd St, Bayonne, NJ 07002",13,https://s3-media4.fl.yelpcdn.com/bphoto/BrN4IQNxbRU_QkTT1XFfVw/o.jpg
98,Liberty Inn,4.0,,2,40.74192,-74.0086,3,06:00,06:00,"51 10th Ave, New York, NY 10014",1,https://s3-media3.fl.yelpcdn.com/bphoto/88CZsHDW-KLDl9cpeg-6xA/o.jpg
99,Andaz Wall Street,4.0,,3,40.7051574217701,-74.0079346716969,3,00:00,24:00,"75 Wall St, New York, NY 10005",10,https://s3-media4.fl.yelpcdn.com/bphoto/U592EmTK5bEglV2F0cW6ig/o.jpg
100,Ovest Pizzoteca by Luzzo's,4.0,"pickup, restaurant_reservation, delivery",2,40.7507476806641,-74.0030212402344,2,12:00,23:00,"513 W 27th St, New York, NY 10001",21,https://s3-media1.fl.yelpcdn.com/bphoto/3H9ZJaxgWbaWdqhpq3nqQA/o.jpg
101,Bernice's Floral Creations,5.0,,1,40.875192,-74.313214,5,12:00,18:00,"100 Plymouth St, Fairfield, NJ 07004",9,https://s3-media2.fl.yelpcdn.com/bphoto/eunreHB0bLKXhStc_zVGAA/o.jpg
102,Courtyard by Marriott Westbury Long Island,4.0,,2,40.7451583569213,-73.5888973625656,3,00:00,24:00,"1800 Privado Rd, Westbury, NY 11590",17,https://s3-media2.fl.yelpcdn.com/bphoto/DlOB8HHX5p24JRwmBLsAJg/o.jpg
103,DokoDemo,4.5,"pickup, delivery",1,40.72638,-73.98964,2,11:30,22:30,"89 E 4th St, New York, NY 10003",24,https://s3-media1.fl.yelpcdn.com/bphoto/p7rxx90T15MJiXTO_KdN_g/o.jpg
104,Tiger Lily Flowers,4.5,,2,40.8733148,-74.0212218,5,10:30,18:00,"281 Queen Anne Rd, Teaneck, NJ 07666",21,https://s3-media1.fl.yelpcdn.com/bphoto/9gSb2o1-fSmmHkoKPj-1Kw/o.jpg
105,The Meatball Shop,4.0,"delivery, pickup",2,40.7459138,-74.0015369,2,11:30,24:00,"200 9th Ave, New York, NY 10011",14,https://s3-media2.fl.yelpcdn.com/bphoto/mesHSL7Jwo1xndKcW5xIrA/o.jpg
106,East Williston Florist,4.0,,3,40.75202,-73.63176,5,08:30,18:00,"79 E Jericho Tpke, Mineola, NY 11501",16,https://s3-media2.fl.yelpcdn.com/bphoto/NtxWxRWQ_KM2AlWd3164Bg/o.jpg
107,Coco Bistro,4.5,,2,40.70757,-74.00184,2,16:00,22:00,"233-235 Front St, Peck Slip, NY 10038",5,https://s3-media2.fl.yelpcdn.com/bphoto/1C-FOwG5-Ucsq2kloqVvEw/o.jpg
108,Park South Hotel,4.0,,2,40.74279,-73.98306,3,00:00,24:00,"124 E 28th St, New York, NY 10016",7,https://s3-media4.fl.yelpcdn.com/bphoto/khchf11_loXMkiFTKsI-pw/o.jpg
109,Cachet Boutique Hotel NYC,2.5,,3,40.75985,-73.9964,3,00:00,24:00,"510 West 42nd St, New York, NY 10036",4,https://s3-media2.fl.yelpcdn.com/bphoto/TYCov1Xo1hmYksfmt19TUQ/o.jpg
110,Norman Florist,3.5,,2,40.779525,-74.317642,5,09:00,18:00,"398 S Livingston Ave, Livingston, NJ 07039",9,https://s3-media3.fl.yelpcdn.com/bphoto/a2QOUZGjwjAw7rk6ub-nJA/o.jpg
111,Mandarin Oriental - New York,4.0,,4,40.76847,-73.98309,3,00:00,24:00,"80 Columbus Cir, New York, NY 10023",15,https://s3-media3.fl.yelpcdn.com/bphoto/cIvk-mGbZs4D3t9nGRczGg/o.jpg
112,Bareburger,4.0,"pickup, delivery",2,40.7283242681949,-73.9982535225272,2,11:30,22:30,"535 Laguardia Pl, New York, NY 10012",6,https://s3-media3.fl.yelpcdn.com/bphoto/fFFk3u72X4uKmfUKpL8jyg/o.jpg
113,Sohotel,3.0,,2,40.7195390760899,-73.9945741742849,3,00:00,24:00,"341 Broome St, New York, NY 10013",23,https://s3-media1.fl.yelpcdn.com/bphoto/o8LJrnhqGJwomUXJSFFMBw/o.jpg
114,Julie's Flowers,2.5,,2,40.599079,-73.961608,5,09:30,19:30,"2374 Coney Island Ave, Brooklyn, NY 11223",22,https://s3-media3.fl.yelpcdn.com/bphoto/Omywb33obixbkkPOWyYh7A/o.jpg
